Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
    27     28   0.0302 0.9789 -0.0284  0.0887  False
    27     29  -0.0418 0.6015 -0.1003  0.0167  False
    27     30  -0.0664 0.0087 -0.1249 -0.0079   True
    27     31   0.0319 0.9577 -0.0266  0.0904  False
    28     29  -0.0719 0.0022 -0.1304 -0.0134   True
    28     30  -0.0965    0.0  -0.155  -0.038   True
    28     31   0.0018    1.0 -0.0567  0.0603  False
    29     30  -0.0246  0.999 -0.0831  0.0339  False
    29     31   0.0737 0.0013  0.0152  0.1322   True
    30     31   0.0983    0.0  0.0398  0.1568   True
----------------------------------------------------
