Multiple Comparison of Means - Tukey HSD, FWER=0.05 
====================================================
group1 group2 meandiff p-adj   lower   upper  reject
    16     20   0.0181 0.9379 -0.0154  0.0516  False
    16     21  -0.0061    1.0 -0.0396  0.0274  False
    16     22   0.0066    1.0 -0.0269  0.0402  False
    16     23   0.0081    1.0 -0.0254  0.0417  False
    16     24   0.0096    1.0  -0.024  0.0431  False
    16     25   0.0344 0.0372  0.0009  0.0679   True
    16     26   0.0319 0.0846 -0.0016  0.0654  False
    16     27    0.015 0.9924 -0.0185  0.0485  False
    16     28   0.0291 0.1901 -0.0045  0.0626  False
    16     31   0.0213 0.7666 -0.0122  0.0548  False
    17     20  -0.0002    1.0 -0.0337  0.0334  False
    17     21  -0.0243 0.5193 -0.0579  0.0092  False
    17     22  -0.0116 0.9998 -0.0452  0.0219  False
    17     23  -0.0101    1.0 -0.0436  0.0234  False
    17     24  -0.0087    1.0 -0.0422  0.0249  False
    17     25   0.0162 0.9813 -0.0174  0.0497  False
    17     26   0.0137 0.9979 -0.0199  0.0472  False
    17     27  -0.0032    1.0 -0.0368  0.0303  False
    17     28   0.0108 0.9999 -0.0227  0.0443  False
    17     31   0.0031    1.0 -0.0305  0.0366  False
    20     21  -0.0242 0.5321 -0.0577  0.0093  False
    20     22  -0.0115 0.9999  -0.045  0.0221  False
    20     23    -0.01    1.0 -0.0435  0.0236  False
    20     24  -0.0085    1.0 -0.0421   0.025  False
    20     25   0.0163 0.9792 -0.0172  0.0498  False
    20     26   0.0138 0.9976 -0.0197  0.0473  False
    20     27  -0.0031    1.0 -0.0366  0.0305  False
    20     28    0.011 0.9999 -0.0226  0.0445  False
    20     31   0.0032    1.0 -0.0303  0.0367  False
    21     22   0.0127 0.9993 -0.0208  0.0462  False
    21     23   0.0142 0.9963 -0.0193  0.0478  False
    21     24   0.0157  0.987 -0.0179  0.0492  False
    21     25   0.0405 0.0036   0.007   0.074   True
    21     26    0.038   0.01  0.0045  0.0715   True
    21     27   0.0211 0.7807 -0.0124  0.0546  False
    21     28   0.0351 0.0287  0.0016  0.0687   True
    21     31   0.0274 0.2855 -0.0061  0.0609  False
    22     23   0.0015    1.0  -0.032  0.0351  False
    22     24    0.003    1.0 -0.0306  0.0365  False
    22     25   0.0278 0.2605 -0.0057  0.0613  False
    22     26   0.0253 0.4413 -0.0083  0.0588  False
    22     27   0.0084    1.0 -0.0251  0.0419  False
    22     28   0.0224 0.6791 -0.0111   0.056  False
    22     31   0.0147 0.9943 -0.0189  0.0482  False
    23     24   0.0014    1.0 -0.0321   0.035  False
    23     25   0.0263 0.3645 -0.0073  0.0598  False
    23     26   0.0238 0.5686 -0.0098  0.0573  False
    23     27   0.0069    1.0 -0.0267  0.0404  False
    23     28   0.0209  0.794 -0.0126  0.0544  False
    23     31   0.0132 0.9988 -0.0204  0.0467  False
    24     25   0.0248 0.4783 -0.0087  0.0584  False
    24     26   0.0223 0.6885 -0.0112  0.0559  False
    24     27   0.0054    1.0 -0.0281   0.039  False
    24     28   0.0195 0.8801 -0.0141   0.053  False
    24     31   0.0117 0.9998 -0.0218  0.0453  False
    25     26  -0.0025    1.0  -0.036   0.031  False
    25     27  -0.0194 0.8844 -0.0529  0.0141  False
    25     28  -0.0054    1.0 -0.0389  0.0282  False
    25     31  -0.0131 0.9989 -0.0466  0.0204  False
    26     27  -0.0169 0.9694 -0.0504  0.0167  False
    26     28  -0.0028    1.0 -0.0364  0.0307  False
    26     31  -0.0106    1.0 -0.0441  0.0229  False
    27     28    0.014 0.9969 -0.0195  0.0476  False
    27     31   0.0063    1.0 -0.0272  0.0398  False
    28     31  -0.0078    1.0 -0.0413  0.0258  False
----------------------------------------------------
